apogee_id,telescope,field,teff,logg,fe_h
2M08394262+0321076,apo25m,223+26_MGA,4435.816,2.110893,0.10946
2M08012398+4026313,apo25m,180+31_MGA,4543.197,2.430772,-0.069256
2M08012398+4026313,apo25m,180+31_MGA,4547.08,2.441299,-0.047206
2M08012398+4026313,apo25m,180+31_MGA,4542.405,2.424836,-0.047588
2M14243162+4753229,apo25m,089+61_MGA,4605.58,2.048238,-0.25227
2M14243162+4753229,apo25m,089+61_MGA,4607.074,2.006758,-0.2427
2M09193551+2247080,apo25m,GD1-3,6154.144,3.999392,-0.041906
2M07423421+1622086,apo25m,203+18,4566.461,2.651801,0.19036
2M00302353+5927367,apo25m,Berkeley_2_btx,3810.277,1.113199,-0.055695
2M14321491-6245315,lco25m,315-02-O,4300.668,1.86202,0.21531
2M05232348+6706236,apo25m,146+18_btx,4206.853,1.478437,-0.45713
2M16574994+5740076,apo25m,CVZ_OB11_btx,4568.59,2.408668,-0.1019
2M04130702+2315276,apo25m,K2_C4_172-20,3879.575,0.8573348,-0.62439
2M05414204+4631397,apo25m,165+08,4725.64,2.485538,-0.23772
2M20211102+5930350,apo25m,094+12,3910.557,0.9151679,-0.52734
2M01043146-0054592,apo25m,133-63_MGA,4704.235,2.374993,-0.3808
2M01043146-0054592,apo25m,133-63_MGA,4685.672,2.391966,-0.39491
2M17230701+2331196,apo25m,045+30,4257.125,1.687388,-0.25239
2M09485314+3538232,apo25m,189+49_MGA,4619.25,2.537271,0.042063
2M09485314+3538232,apo25m,189+49_MGA,4619.06,2.582848,0.055777
2M05421384-6841349,lco25m,279-31-O,4502.599,2.398447,0.35028
2M08232737+2713297,apo25m,195+30_MGA,4466.228,1.882442,-0.26278
2M08232737+2713297,apo25m,195+30_MGA,4474.925,1.929641,-0.25787
2M08232737+2713297,apo25m,195+30_MGA,4471.378,1.945521,-0.24759
2M08232737+2713297,apo25m,195+30_MGA,4465.464,1.889644,-0.26937
2M21332465+1226486,apo25m,M15,3981.9,1.370436,-0.20244
2M22002586+5515148,apo25m,100+00,4367.465,1.991565,0.052703
2M07323792+2927521,apo25m,191+22_MGA,4326.558,1.670096,-0.33775
2M13324298-1349032,apo25m,K2EB_C06_320+48_btx,6248.182,4.35553,-0.030298
2M13324298-1349032,apo25m,K2EB_C06_320+48_btx,6241.198,4.281152,-0.028239
2M18581432+4146349,apo25m,K13_071+16,4300.167,1.685804,-0.33081
2M04152088+2552503,apo25m,169-18_btx,4692.114,2.25421,-0.45115
2M16472138+3655400,apo25m,M13,4779.634,3.120814,0.13383
2M16472138+3655400,apo25m,M13,4785.994,3.157038,0.1237
2M16472138+3655400,apo25m,M13,4774.19,3.130057,0.13004
2M19173776+2830310,apo25m,060+08,3895.804,1.061949,-0.38973
2M19195188+4845218,apo25m,K05_080+14,4663.944,2.544993,-0.21
2M06461722+6842103,apo25m,146+24_btx,4950.374,2.358835,-0.45764
2M06461722+6842103,apo25m,146+24_btx,4964.672,2.473393,-0.44891
2M12471382+1159486,apo25m,300+75,4665.164,2.497304,-0.47385
2M12471382+1159486,apo25m,300+75,4682.834,2.541906,-0.4602
2M02424809+5302366,apo25m,140-06,4331.903,1.703177,-0.43535
2M07032140-2102019,lco25m,Tombaugh2,3887.316,0.6539489,-0.566
2M21555714+3956285,apo25m,090-12,4367.532,2.165506,0.056865
2M19574985+0351358,apo25m,045-12,4478.864,2.14776,-0.34017
2M05431107+2246439,apo25m,184-04,4669.502,1.974221,-0.10456
2M05203121+2453246,apo25m,180-08-RV,4424.184,1.678176,-0.55986
2M05203121+2453246,apo25m,180-08-RV,4399.3,1.65001,-0.60245
2M11214529+1019353,apo25m,247+62_btx,5868.719,3.996419,0.069343
2M10175984+0524435,apo25m,237+48_MGA,4989.952,3.338742,0.2471
2M15170989+3054575,apo25m,048+57_MGA,4249.49,1.444732,-0.77692
2M00502294+6301099,apo25m,124+00,4147.103,1.697027,0.049321
2M09103258-0230385,apo25m,232+30_btx,4642.192,2.444592,0.051574
2M23032965+4721107,apo25m,105-12,4697.352,2.466085,0.029299
2M19220687+6035198,apo25m,CVZ_OB17_btx,4528.247,2.031875,-0.38116
2M19220687+6035198,apo25m,CVZ_OB17_btx,4535.541,1.974711,-0.38262
2M18471452-2536404,apo25m,K2_C7_010-10_btx,3757.57,1.125285,0.13148
2M15022633+3248296,apo25m,051+60_btx,4039.97,1.34941,-0.16029
2M08204172+5300374,apo25m,164+34_MGA,4701.512,2.50611,-0.59949
2M08210672+3558345,apo25m,186+31_btx,4965.301,2.629669,-0.092636
2M16084953+5051268,apo25m,079+47_MGA,6285.407,4.275837,0.20802
2M16084953+5051268,apo25m,079+47_MGA,6313.763,4.320599,0.22466
2M16084953+5051268,apo25m,079+47_MGA,6279.224,4.281082,0.20322
2M08152487+5002316,apo25m,169+35_MGA,4537.264,2.157015,-0.2422
2M08152487+5002316,apo25m,169+35_MGA,4532.895,2.164503,-0.215
2M01202263+0022199,apo25m,K2_C8_137-61_btx,4715.388,2.293749,-0.24451
2M01202263+0022199,apo25m,K2_C8_137-61_btx,4698.121,2.236601,-0.23066
2M03355351+4646097,apo25m,150-08-RV,4820.981,3.026129,-0.12301
2M03355351+4646097,apo25m,150-08-RV,4824.942,2.998179,-0.10804
2M07115708-1529043,apo25m,229-04,3712.395,0.6204825,-0.62302
2M07023758-5900090,lco25m,269-22-O_TESS,4073.21,1.703798,0.15592
2M13275643+2933000,apo25m,050+80_MGA,4633.476,2.468019,0.013165
2M13275643+2933000,apo25m,050+80_MGA,4636.354,2.410782,0.020437
2M07551520+2133451,apo25m,200+25_MGA,4780.387,2.460683,-0.022151
2M07551520+2133451,apo25m,200+25_MGA,4801.648,2.518409,-0.0066829
2M00312034+8525319,apo25m,NGC188_btx,4745.789,2.567454,-0.15263
2M08181103+4847320,apo25m,172+34_MGA,4213.57,1.57523,-0.4932
2M08181103+4847320,apo25m,172+34_MGA,4211.111,1.634341,-0.47521
2M03413616+2537095,apo25m,PLEIADES-W,5921.184,4.281803,-0.037361
2M19021550+0443223,apo25m,038+00,3672.676,0.9268277,-0.013211
2M03295194+0021424,apo25m,185-42_MGA,4830.245,2.406572,-0.29218
2M14500781+4639411,apo25m,080+60,4681.29,2.858569,-0.058778
2M14500781+4639411,apo25m,080+60,4688.736,2.806122,-0.036795
2M08105774+7921104,apo25m,135+30,4874.667,2.624148,-0.058144
2M00393636+8359378,apo25m,N188-RV,4099.65,1.228709,-0.70343
2M00393636+8359378,apo25m,N188-RV,4103.019,1.236628,-0.70929
2M05030021+0929401,apo25m,191-18_btx,4267.465,1.387149,-0.5552
2M08154012+4041409,apo25m,181+32_btx,4678.298,2.638929,-0.085295
2M08154012+4041409,apo25m,181+32_btx,4693.979,2.574002,-0.10312
2M08154012+4041409,apo25m,181+32_btx,4673.999,2.580211,-0.10942
2M14010699+3813081,apo25m,073+72_MGA,6058.436,4.233195,-0.040289
2M04095169+3814392,apo25m,CA_160-09_btx,4867.909,2.717401,-0.26684
2M07470111+6749330,apo25m,148+31_btx,4557.07,1.999008,-0.5755
2M19235380+7526413,apo25m,CVZ_OB19_btx,4836.377,2.909613,-0.052488
2M02320162-0036206,apo25m,167-54,4724.885,2.327111,-0.22164
2M02320162-0036206,apo25m,167-54,4736.297,2.351568,-0.20588
2M06142044+4311272,apo25m,169+12,4221.22,1.682792,-0.3441
2M09140363+3104585,apo25m,193+43_MGA,6270.726,4.206011,-0.0015798
2M09140363+3104585,apo25m,193+43_MGA,6163.065,4.123161,-0.051985
2M11271224+5123566,apo25m,151+60_MGA,4863.678,2.771405,-0.22949
2M11271224+5123566,apo25m,151+60_MGA,4847.372,2.77614,-0.25079
2M11271224+5123566,apo25m,151+60_MGA,4858.628,2.765922,-0.2295
2M09131708+3210217,apo25m,193+43_MGA,4795.168,2.603853,-0.1683
2M07394397+3352463,apo25m,187+24_MGA,3888.443,0.8240895,-0.5811
2M10404394+2348227,apo25m,210+60,6112.234,4.209831,-0.13911
2M07345338-7410036,lco25m,287-23-O_TESS,4311.411,1.615753,-0.42779
2M15040421+3311246,apo25m,051+60_btx,6111.815,4.207425,-0.41524
2M03021492+5749546,apo25m,139+00,4229.175,1.510183,-0.065235
2M17051412-3518180,lco25m,350+04,4803.988,2.603199,-0.17486
2M03524932+2405366,apo25m,K2_C4_168-21,3720.781,0.6236946,-0.53094
2M19320616+3818346,apo25m,K21_071+10,4830.817,2.498429,-0.094544
2M12131029+4349213,apo25m,149+72_MGA,4266.598,1.656071,-0.32086
2M12131029+4349213,apo25m,149+72_MGA,4263.146,1.661339,-0.31923
2M19522788+4717151,apo25m,K09_081+11,4625.205,2.621778,0.080501
2M13380504+2650186,apo25m,030+79_MGA,4704.261,4.564755,0.25544
2M16495372-2513516,lco25m,356+12-O,4739.06,2.328635,-0.073661
2M08335414+0342004,apo25m,223+26_MGA,4557.572,2.086104,-0.47301
2M06412213+1106042,apo25m,203+04,4641.16,2.601238,-0.01909
2M08315318+2756318,apo25m,195+32_MGA,4899.975,2.468828,-0.30103
2M05054261+4245093,apo25m,165+00,4298.288,1.501838,-0.35912
2M05324153+3229111,apo25m,176+00,4096.765,1.323485,-0.42282
2M16142177+3015267,apo25m,049+47_MGA,4790.405,2.014205,-1.1812
2M07315285-1131257,apo25m,229+04,4480.186,1.880775,-0.25383
2M07242307+2338009,apo25m,195+18,4892.155,2.607468,-0.10302
2M03302211-0047598,apo25m,185-42_MGA,4638.191,2.357139,0.050384
2M03302211-0047598,apo25m,185-42_MGA,4648.194,2.38889,0.086866
2M14510800+0134571,apo25m,356+50_MGA,4657.519,2.526594,-0.20668
2M10022398+0216045,apo25m,238+42_MGA,4272.727,1.432826,-0.71765
2M11185141-0443371,apo25m,K2_C1_264+52_btx,6038.944,4.116352,0.021169
2M03340397+2129599,apo25m,K2_C4_165-27_btx,4668.007,2.634753,-0.36734
2M08531108+1100596,apo25m,M67,4404.438,2.317771,0.17686
2M08531108+1100596,apo25m,M67,4401.435,2.350755,0.19645
2M08531108+1100596,apo25m,M67,4406.442,2.345458,0.164
2M09045385+3716238,apo25m,186+42,4640.576,1.779991,-0.80559
2M18512926-2753124,apo25m,SGRCNW+02,4759.56,2.473561,-0.11425
2M06504009-0336271,apo25m,COROTA2-RV,5088.145,2.64953,-0.34963
2M06504009-0336271,apo25m,COROTA2-RV,5028.62,2.490783,-0.39722
2M16535432+2242488,apo25m,042+36_MGA,4393.083,1.870387,-0.29428
2M16063305+5205552,apo25m,080+45_MGA,4730.292,2.506567,-0.31487
2M16063305+5205552,apo25m,080+45_MGA,4719.916,2.405031,-0.307
2M16063305+5205552,apo25m,080+45_MGA,4735.924,2.497195,-0.29994
2M04272569+4947223,apo25m,154+00,3802.649,1.045452,-0.13972
2M06455718+0109491,apo25m,210+00,4096.325,1.813867,0.34268
2M02200186-0010252,apo25m,166-55,4713.33,2.402153,-0.026903
2M16425042+6317378,apo25m,CVZ_OB13_btx,4791.511,2.464949,-0.092166
2M06172048-5857239,lco25m,267-27-O_TESS,4597.326,2.14894,-0.052869
2M01475477+1349308,apo25m,143-47_MGA,4887.388,2.80149,-0.29506
2M01475477+1349308,apo25m,143-47_MGA,4882.424,2.851047,-0.31026
2M23522049+5650504,apo25m,NGC7789_btx,3966.678,1.391592,-0.017832
2M15303274+0703003,apo25m,011+47_btx,4565.047,2.139753,-0.66458
2M16300899-1406538,apo25m,M107,6389.157,4.126917,-0.16539
2M01214244+7418093,apo25m,125+12,4253.401,1.669675,-0.39175
2M07000078+2601064,apo25m,191+12,4242.387,1.823842,-0.23694
2M00471359+1811376,apo25m,120-45,4686.472,2.630668,-0.072263
2M22114263+1301242,apo25m,075-35_MGA,4832.34,2.759882,-0.1784
2M22114263+1301242,apo25m,075-35_MGA,4845.48,2.756561,-0.1816
2M07131307+3045475,apo25m,188+18,4606.603,2.370522,0.11872
2M06482252-2537523,apo25m,235-12,4591.756,2.565683,0.19649
2M19143156+5848147,apo25m,CVZ_OB03_btx,4168.257,1.943037,0.23598
2M08513577+1153347,apo25m,GD1-2,4943.278,3.236911,-0.010496
2M08513577+1153347,apo25m,GD1-2,4936.676,3.256203,-0.0010746
2M08513577+1153347,apo25m,GD1-2,4952.69,3.192839,-0.01021
2M06182745+1559303,apo25m,195+00,3713.091,0.6904173,-0.35872
2M08232737+2713297,apo25m,197+31_MGA,4465.464,1.889644,-0.26937
2M08232737+2713297,apo25m,197+31_MGA,4474.925,1.929641,-0.25787
2M08232737+2713297,apo25m,197+31_MGA,4466.228,1.882442,-0.26278
2M08232737+2713297,apo25m,197+31_MGA,4471.378,1.945521,-0.24759
2M23244844+5114154,apo25m,109-08,3986.51,1.213236,-0.3132
2M06063365+2338377,apo25m,M35N2158,3978.337,1.138282,-0.29983
2M07095880-2758082,lco25m,240-08,4972.367,2.504566,-0.28352
2M22383913-0457424,apo25m,K2_C3_061-52_btx,4429.479,1.749454,-0.4309
2M13324802+5545326,apo25m,110+60,4986.083,2.463286,-0.61758
2M13324802+5545326,apo25m,110+60,4978.215,2.474957,-0.61207
2M08163195+2641341,apo25m,195+30_MGA,4260.513,2.031438,0.2545
2M08163195+2641341,apo25m,195+30_MGA,4253.472,2.052996,0.24544
2M08163195+2641341,apo25m,195+30_MGA,4252.485,2.019604,0.24086
2M21374671+1107399,apo25m,065-29_MGA,3758.304,0.7304822,-0.96019
2M01514657+8531232,apo25m,N188,4418.442,2.181005,-0.01688
2M01514657+8531232,apo25m,N188,4414.378,2.203055,-0.021705
2M15575365+5514459,apo25m,086+47_MGA,4271.696,1.600892,-0.5258
2M17250237+5548235,apo25m,085+33_MGA,4395.43,2.063326,-0.064499
2M17250237+5548235,apo25m,085+33_MGA,4394.592,2.06612,-0.08296
2M17250237+5548235,apo25m,085+33_MGA,4389.681,2.075752,-0.06584
2M08223482+2856420,apo25m,195+32_MGA,4604.326,2.373384,-0.0015943
2M09003854+0353107,apo25m,225+30,4774.432,2.480911,-0.38155
2M09003854+0353107,apo25m,225+30,4754.873,2.537792,-0.40139
2M09003854+0353107,apo25m,225+30,4776,2.612547,-0.41309
2M22513131-1035350,apo25m,K2_C3_059-57,4871.481,2.55316,-0.17181
2M02334171+6037430,apo25m,W3-4,6034.908,4.314176,0.11719
2M23535124+6552011,apo25m,116+04,3699.721,0.7889953,-0.28543
2M05024526+2312071,apo25m,180-12,5040.168,2.88628,0.033919
2M23195536+1110520,apo25m,090-45,6401.463,4.23629,-0.11814
2M13064629+2720198,apo25m,029+88_MGA,4508.938,2.649396,0.36664
2M13064629+2720198,apo25m,029+88_MGA,4477.155,2.591788,0.35866
2M13064629+2720198,apo25m,029+88_MGA,4485.904,2.635469,0.34512
2M13064629+2720198,apo25m,029+88_MGA,4488.845,2.634228,0.31286
2M13064629+2720198,apo25m,029+88_MGA,4485.771,2.5954,0.34922
2M13064629+2720198,apo25m,029+88_MGA,4499.049,2.619164,0.36494
2M02402307+3332078,apo25m,146-24_btx,4120.332,1.19416,-0.49147
2M12451501+1430235,apo25m,290+76_btx,4516.789,2.428487,0.045144
2M16472321+3841037,apo25m,061+40_MGA,4243.768,1.540923,-0.62819
2M17123419+3026436,apo25m,053+32_MGA,5102.088,3.351484,-0.18197
2M04373233-5803045,lco25m,268-39-O_TESS,4384.428,2.026538,-0.19655
2M08154632+1540336,apo25m,K2_C5_207+26_btx,4161.098,1.633397,-0.2082
2M06370351+0723389,apo25m,206+00,3915.074,1.092798,-0.24181
2M15351549+2653388,apo25m,044+54_MGA,4787.817,2.483065,-0.21889
2M15351549+2653388,apo25m,044+54_MGA,4790.594,2.397017,-0.19763
2M05342591+3911514,apo25m,169+04,4438.415,2.130553,0.074583
2M17002484+5758083,apo25m,CVZ_OB11_btx,4544.166,2.092984,-0.43245
2M08050345+3352193,apo25m,189+29,4445.372,1.969587,-0.19399
2M00375056+1434146,apo25m,119-48_MGA,5040.238,2.700601,-0.24262
2M08095544+3605561,apo25m,184+31,4419.57,2.101446,-0.34149
2M08095544+3605561,apo25m,184+31,4414.623,2.087711,-0.34982
2M08095544+3605561,apo25m,184+31,4404.506,2.037496,-0.36268
2M18254978+6334379,apo25m,CVZTILE_093+27_btx,6039.798,4.250286,0.015876
2M09230059+3357401,apo25m,190+45_MGA,6637.897,3.894117,-0.33085
2M06500549-6023448,lco25m,270-23-O,4744.89,2.382263,-0.382
2M06500549-6023448,lco25m,270-23-O,4735.56,2.422656,-0.40211
2M08421693+5435361,apo25m,163+36_MGA,4712.139,2.441362,-0.14977
2M11170305+3937506,apo25m,175+65_btx,4736.958,2.367101,-0.25173
2M07543625+1944451,apo25m,200+22_MGA,4709.813,2.489926,0.11357
2M07543625+1944451,apo25m,200+22_MGA,4730.892,2.580781,0.12519
2M08513909-2614246,lco25m,251+12,4198.316,1.876083,0.23719
2M03411188+3126588,apo25m,IC348_RV,6592.464,4.30371,0.092534
2M06313357-1634106,lco25m,225-12,4856.456,2.490288,-0.17059
2M23123783+5449095,apo25m,109-04,4346.535,1.94286,0.010854
2M00423146+0211314,apo25m,K2_C8_120-61_btx,4550.454,2.376076,-0.1397
2M13494390-1645426,apo25m,K2_C6_322+44_btx,4522.639,2.436383,-0.15537
2M04040800+3756521,apo25m,160-12,4212.055,1.322833,-0.41665
2M11164607-7339104,lco25m,296-12,4096.936,1.558113,-0.014715
2M09104337-0044167,apo25m,232+30_btx,4093.383,1.490129,-0.1781
2M23183791+1445525,apo25m,093-43_MGA,4279.837,1.738746,-0.14285
2M23183791+1445525,apo25m,093-43_MGA,4277.413,1.733056,-0.11984
2M04332070+3627048,apo25m,CA_165-07_btx,4702.926,2.496013,0.073256
2M08414108+2527529,apo25m,200+34_MGA,4899.216,2.804486,-0.37557
2M18435868+4328278,apo25m,K08_073+19,6007.452,4.353677,0.082391
2M00044204+1511142,apo25m,107-46_MGA,4829.326,2.781206,-0.098506
2M11440360+4858044,apo25m,150+65_MGA,4627.111,2.547587,-0.21838
2M08004002+5321467,apo25m,165+33_MGA,4877.25,2.426418,-0.3309
2M17022553+2405137,apo25m,044+35_MGA,4751.878,2.359217,-0.18509
2M00551939-0029142,apo25m,123-63_MGA,4706.164,2.930332,0.17584
2M00551939-0029142,apo25m,123-63_MGA,4672.624,2.817501,0.15071
2M00551939-0029142,apo25m,123-63_MGA,4694.689,2.861919,0.17003
2M08021627+2559004,apo25m,196+27_MGA,4715.46,2.44889,0.072955
2M15203869+0308098,apo25m,M5,4422.031,2.146929,0.21693
2M11200236+1800330,apo25m,232+66_btx,6131.155,4.282506,-0.13698
2M22212410-0449506,lco25m,059-48-O,4543.618,2.538617,0.0026929
2M08145076+2135221,apo25m,201+26_btx,4325.182,1.757843,-0.61371
2M08145076+2135221,apo25m,201+26_btx,4334.042,1.768589,-0.62438
2M10290609+1728098,apo25m,220+55_btx,6384.259,3.940182,-0.50341
2M17185879-2126533,apo25m,K2_C11_003+09_btx,3940.075,1.111844,-0.36306
2M08505816+1117302,apo25m,GD1-2,4850.895,2.687097,-0.50881
2M12592429+4316110,apo25m,120+75,5851.813,4.025646,0.07708
2M00270642+5749163,apo25m,120-06,3886.658,1.101418,-0.21231
2M11102058-1110359,apo25m,266+44,4746.814,2.863826,-0.2979
2M19193338+4144565,apo25m,K17_072+13,4686.575,2.439652,0.026373
2M17185203+2909304,apo25m,053+33_MGA,4396.61,2.110382,-0.32029
2M14333081-6221450,lco25m,315-02-O,3583.055,0.8109664,-0.0052512
2M12521968+2659578,apo25m,077+89_MGA,4752.992,2.767865,-0.15222
2M12521968+2659578,apo25m,077+89_MGA,4746.432,2.812473,-0.16483
2M12521968+2659578,apo25m,077+89_MGA,4736.076,2.737705,-0.165
2M12521968+2659578,apo25m,077+89_MGA,4741.973,2.729882,-0.15263
2M12521968+2659578,apo25m,077+89_MGA,4727.662,2.75659,-0.17139
2M12521968+2659578,apo25m,077+89_MGA,4737.046,2.758413,-0.15388
2M12521968+2659578,apo25m,077+89_MGA,4709.974,2.760082,-0.16604
2M12521968+2659578,apo25m,077+89_MGA,4739.875,2.730522,-0.17357
2M12521968+2659578,apo25m,077+89_MGA,4738.373,2.816837,-0.15991
2M19575445+4101519,apo25m,K19_076+07,3811.785,0.878504,-0.25018
2M05531574+4338198,apo25m,169+08,4047.939,1.289512,-0.2178
2M06093359+4348026,apo25m,169+12,4248.281,1.725703,-0.22728
2M13454549+1716168,apo25m,000+75,4923.959,2.41164,-0.53951
2M17460886-0701074,apo25m,020+12,3646.422,0.7399801,-0.31665
2M22502302+1400437,apo25m,084-40_MGA,4012.259,1.177976,-0.49282
2M10513736+4551033,apo25m,169+61_MGA,4468.36,2.164455,-0.048061
2M06381384+4657057,apo25m,169+18_btx,4320.944,1.933681,-0.17352
2M20545061+6351391,apo25m,100+12,4246.349,1.532858,-0.44874
2M09091455+1640267,apo25m,212+38_MGA,4830.899,2.554328,-0.041668
2M04512408+6329025,apo25m,146+12,3813.427,0.6972678,-0.72997
2M22042418+6416030,apo25m,105+06,4176.265,1.578034,-0.25284
2M23403921-0332469,apo25m,K2_C12_082-60_btx,4366.044,1.893593,-0.41987
2M13261351-0126162,apo25m,323+60_MGA,4684.977,2.730032,-0.14133
2M13261351-0126162,apo25m,323+60_MGA,4675.392,2.718193,-0.1314
2M04582510+3540534,apo25m,169-04,4218.848,1.534807,-0.23619
2M23473314+6453380,apo25m,116+04,4093.741,1.538098,-0.036413
2M12094684+1949330,apo25m,246+77_btx,4082.696,1.334499,-0.40751
2M12094684+1949330,apo25m,246+77_btx,4084.835,1.348933,-0.41737
2M08210449+5322530,apo25m,164+34_MGA,4469.89,1.76591,-0.46567
2M22485310-1314133,apo25m,K2_C3_052-59,4064.159,1.092882,-0.84005
2M04230182+6009490,apo25m,146+08,3887.94,0.8925633,-0.38835
2M06230228-0558186,apo25m,214-08,3706.225,0.4833862,-0.62222
2M02352069+3438107,apo25m,146-24_btx,4816.988,2.235217,-0.45854
2M06515320+2026204,apo25m,195+08,4112.523,1.621746,-0.066314
2M04373100+2202422,apo25m,K2_C13_176-17_btx,4384.144,1.954979,-0.11421
2M17423446+4818136,apo25m,075+30,4174.795,1.59998,-0.44455
2M04482063+0752083,apo25m,191-24_btx,4695.836,2.559361,-0.06546
2M15025493+3630249,apo25m,062+62,4164.917,1.621982,-0.30101
2M15025493+3630249,apo25m,062+62,4179.858,1.610156,-0.33561
2M23230110+4911269,apo25m,109-12,4655.001,2.092932,-0.20909
2M14434194+5010387,apo25m,085+59_MGA,4392.547,2.350047,0.2438
2M14434194+5010387,apo25m,085+59_MGA,4403.991,2.321078,0.26814
2M17014069+3558497,apo25m,059+36_MGA,6319.425,4.09312,0.0031967
2M17014069+3558497,apo25m,059+36_MGA,6308.12,4.133076,-0.010421
2M18343074-3410572,lco25m,000-12,3999.394,1.068517,-0.70098
2M12351267-0916540,lco25m,K2_C10_296+53,4228.98,1.680811,-0.25188
2M11574639+5620346,apo25m,140+60,4848.78,3.360806,0.066986
2M11574639+5620346,apo25m,140+60,4863.198,3.374254,0.073353
2M23192974+1323519,apo25m,093-43_MGA,4486.028,1.894572,-0.79058
2M22120736-0215075,apo25m,060-45,4792.723,2.549314,-0.45756
2M06171970+2512442,apo25m,Gem_1,4080.087,1.185934,-0.39535
2M21074706-0751069,apo25m,044-34_MGA,6086.053,3.799102,-0.47242
2M11543004+2341403,apo25m,230+77_MGA,4379.692,2.078703,-0.22307
2M18133961-2653556,lco25m,005-04,4063.914,1.69536,0.22028
2M21395412+6750493,apo25m,105+12,4248.491,1.649133,-0.32581
2M14550914+3646555,apo25m,064+62_MGA,4657.455,2.392582,0.0044205
2M16200058+2638119,apo25m,043+44_MGA,4599.628,2.323882,0.11276
2M10441880+1259536,lco25m,K2_C14_233+57,6106.058,4.108449,-0.04139
2M04245201+3955331,apo25m,160-06,3931.774,0.5260507,-0.51419
2M03460738+3216539,apo25m,160-18_btx,4214.883,1.89795,0.099547
2M05563690-5535001,lco25m,263-30-O_TESS,5070.305,2.845336,-0.015286
2M05015536+2310416,apo25m,180-12,4865.415,2.506226,-0.13162
2M02433273-1121076,apo25m,190-60,4826.128,2.911704,-0.02221
2M14455465+4903575,apo25m,085+59_MGA,4378.271,1.796894,-0.22706
2M00251919-7204454,lco25m,47TUC,3989.229,1.051932,-0.75168
2M16452949+4425387,apo25m,069+42_MGA,4614.601,2.417962,0.18741
2M06513845-0310040,apo25m,COROTA2-RV,4816.3,2.480765,-0.10293
2M06513845-0310040,apo25m,COROTA2-RV,4796.905,2.543849,-0.091476
2M03284356+7016363,apo25m,135+12,4677.969,2.467337,-0.28126
2M13441993+2557008,apo25m,030+79_MGA,4093.106,1.216545,-0.75207
2M13441993+2557008,apo25m,030+79_MGA,4091.415,1.226936,-0.7261
2M04442111-6401395,lco25m,276-38-O_TESS,4210.359,1.649067,-0.37
2M00220570-7203565,lco25m,47TUC,3990.265,0.986549,-0.77227
2M04465607+4330162,apo25m,161+00,4115.624,1.205632,-0.50214
2M07272733-6115078,lco25m,273-20-O_TESS,3753.56,0.9961311,-0.0052271
2M18562647+4237349,apo25m,K13_071+16,4710.33,2.495594,0.049894
2M07384850+0410450,apo25m,214+12,4215.681,1.516231,-0.41453
2M03463261+1502335,apo25m,K2_C4_174-29_btx,4798.173,2.479563,-0.050186
2M06355142+0531200,apo25m,206+00,3971.542,1.054077,-0.25718
2M20452642-0541117,apo25m,041-28_MGA,4864.271,2.447689,-0.47247
2M19123427+4105257,apo25m,K17_072+13,4321.176,1.761422,-0.4036
2M11421689+2631415,apo25m,209+73_btx,4817.474,2.366708,-0.40138
2M11421689+2631415,apo25m,209+73_btx,4842.779,2.420538,-0.40103
2M14163570+5337398,apo25m,098+60_MGA,4793.257,2.439569,-0.14668
2M14163570+5337398,apo25m,098+60_MGA,4783.91,2.449998,-0.13758
2M06171479-5809556,lco25m,267-27-O_TESS,6101.715,3.959028,0.044938
2M04562011-6638265,lco25m,278-37-O_TESS,4687.643,2.478285,-0.16199
2M04562011-6638265,lco25m,278-37-O_TESS,4683.495,2.402835,-0.13947
